# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/SA101588_prokka.gff" "-o" "../data/rna_align/counttable_prokka.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
SA101588_00284	101588_1	273469	273852	+	384	475	598	509	361	356	150	416	338	304
SA101588_00285	101588_1	273931	274197	-	267	552	797	718	641	570	148	647	542	614
SA101588_00286	101588_1	274295	274729	+	435	1038	1208	1163	393	319	154	433	345	339
SA101588_00287	101588_1	274729	275508	+	780	1372	1342	1247	558	453	258	713	554	502
SA101588_00288	101588_1	275542	276501	+	960	1616	1678	1716	1126	996	460	1238	1072	955
SA101588_00289	101588_1	276913	277065	+	153	885	1119	1214	1978	1600	2058	2310	1665	1948
SA101588_00290	101588_1	277081	278538	+	1458	9040	9545	9496	14328	12323	14676	16522	13340	13501
SA101588_00291	101588_1	278535	279749	+	1215	6953	6724	6412	7758	7088	6157	9745	8333	7725
SA101588_00292	101588_1	279767	280003	+	237	1695	1965	1894	2086	1803	1678	2487	2108	2139
SA101588_00293	101588_1	280000	281175	+	1176	8832	10055	9078	8707	8163	6221	11011	9059	9305
SA101588_00294	101588_1	281438	281680	-	243	2216	2677	2487	778	606	402	1007	702	728
SA101588_00295	101588_1	281781	282104	+	324	673	954	901	300	267	166	390	296	294
SA101588_00296	101588_1	282164	283228	-	1065	3384	3546	3425	2053	1655	1863	2410	1903	1757
SA101588_00297	101588_1	283545	283781	+	237	560	696	575	290	218	167	320	236	263
SA101588_00298	101588_1	283794	284153	+	360	958	1076	916	670	621	255	783	651	593
SA101588_00299	101588_1	284607	285815	+	1209	15587	16808	14836	10201	8971	3044	11314	9386	7931
SA101588_00300	101588_1	285946	287421	+	1476	2140	2298	2327	656	609	257	695	601	547
SA101588_00301	101588_1	287832	289148	+	1317	345	377	350	672	687	460	727	725	575
SA101588_00302	101588_1	289167	289541	+	375	251	271	297	271	281	164	339	306	254
SA101588_00303	101588_1	289597	290751	-	1155	37	47	30	42	38	45	34	54	46
SA101588_00304	101588_1	291012	291368	-	357	892	1132	1098	1344	1172	628	1614	1157	1274
SA101588_00305	101588_1	291346	291639	-	294	412	400	380	386	420	229	438	427	374
SA101588_00306	101588_1	291639	292118	-	480	1204	1362	1204	1374	1239	893	1621	1277	1190
SA101588_00307	101588_1	292120	293616	-	1497	2940	2693	2303	2277	2324	1850	2824	2549	2066
SA101588_00308	101588_1	293609	293950	-	342	651	849	714	758	630	579	825	722	651
SA101588_00309	101588_1	293950	294378	-	429	844	901	787	753	731	568	834	720	677
SA101588_00310	101588_1	294371	296776	-	2406	6248	5696	5167	3660	3328	3715	4618	3836	3185
SA101588_00311	101588_1	296907	297290	-	384	419	389	321	245	183	173	243	246	135
SA101588_00312	101588_1	297354	297947	+	594	5877	6031	5386	1938	1712	684	2344	1773	1630
SA101588_00313	101588_1	298363	298740	+	378	2667	3426	3519	1758	1555	604	1981	1581	1598
SA101588_00314	101588_1	299101	300228	+	1128	2576	2947	2858	1283	1006	912	1331	916	1046
SA101588_00315	101588_1	300536	301726	+	1191	22175	22936	20955	11188	9719	9177	12218	10334	8935
SA101588_00316	101588_1	301835	303079	+	1245	29224	31900	28518	23382	20914	14518	26073	21235	19301
SA101588_00317	101588_1	303310	303579	-	270	185	364	271	308	254	271	373	296	290
SA101588_00318	101588_1	303666	304595	-	930	5001	4538	5515	3251	2468	3889	3774	2687	3121
SA101588_00319	101588_1	304837	306216	-	1380	140	145	136	180	163	184	264	201	193
SA101588_00320	101588_1	306206	307411	-	1206	74	80	66	84	87	84	76	65	62
SA101588_00321	101588_1	307762	309093	+	1332	13100	13022	13355	3941	3001	1624	4271	3134	2984
SA101588_00322	101588_1	309418	309993	+	576	695	759	639	597	535	228	669	594	541
SA101588_00323	101588_1	309998	310522	+	525	876	1031	874	775	711	229	901	727	723
SA101588_00324	101588_1	310538	311113	+	576	1032	1444	1220	1078	898	209	1105	903	787
SA101588_00325	101588_1	311273	314749	+	3477	2386	2620	2365	1721	1503	1300	1839	1598	1399
SA101588_00326	101588_1	314750	318403	+	3654	3125	3036	3112	3094	2567	2663	3285	2749	2657
SA101588_00327	101588_1	318569	319471	+	903	8875	9263	9283	5493	4041	2996	5577	4208	4248
SA101588_00328	101588_1	319798	320187	+	390	479	549	580	1136	1059	547	1282	1060	905
SA101588_00329	101588_1	320452	321669	-	1218	6965	8296	8378	8376	7860	5998	10555	7996	7909
SA101588_00330	101588_1	321751	321954	-	204	10	8	12	7	10	13	13	8	9
SA101588_00331	101588_1	322032	322132	-	101	1	3	5	10	2	4	6	3	5
SA101588_00332	101588_1	322415	322645	-	231	7	10	5	2	3	3	4	1	3
SA101588_00333	101588_1	322642	323064	-	423	29	25	36	14	16	18	17	16	25
SA101588_00334	101588_1	323569	323922	+	354	2507	3285	3191	2008	1895	1123	2598	1995	1875
SA101588_00335	101588_1	324268	326187	-	1920	342	439	405	1860	1681	1341	2065	1744	1742
SA101588_00336	101588_1	326243	326407	-	165	1147	2225	1779	960	1125	172	1139	741	781
SA101588_00337	101588_1	326564	327496	-	933	65	120	70	69	69	72	81	53	79
SA101588_00338	101588_1	327493	328494	-	1002	18	17	24	27	26	60	32	12	31
SA101588_00339	101588_1	328491	330668	-	2178	706	900	843	966	870	1520	1193	833	878
SA101588_00340	101588_1	330671	333118	-	2448	571	802	674	637	619	1060	851	575	624
SA101588_00341	101588_1	333583	334080	-	498	8	6	7	14	11	31	21	11	13
SA101588_00342	101588_1	334197	334418	-	222	0	4	2	5	2	13	5	2	9
SA101588_00343	101588_1	334461	335666	-	1206	14	13	11	14	21	27	20	15	26
SA101588_00344	101588_1	335844	337229	-	1386	40	23	24	34	26	35	48	43	23
SA101588_00345	101588_1	337258	337641	-	384	2	6	4	6	2	8	8	0	4
SA101588_00346	101588_1	337660	337974	-	315	6	0	3	6	2	5	2	3	0
SA101588_00347	101588_1	338343	338654	-	312	11	12	5	5	4	1	8	3	2
SA101588_00348	101588_1	338984	339160	-	177	25	39	43	19	14	18	30	22	16
SA101588_00349	101588_1	339197	339432	+	236	12	9	10	3	7	4	7	8	3
SA101588_00350	101588_1	339545	340861	-	1317	6440	6606	6993	3735	3025	4488	4219	3155	3339
SA101588_00351	101588_1	340913	341737	-	825	1657	1831	1639	613	610	783	888	720	650
SA101588_00352	101588_1	341851	342159	+	309	4031	4376	4055	1656	1332	653	1963	1548	1534
SA101588_00353	101588_1	342757	344571	+	1815	235	275	266	171	199	94	353	149	179
SA101588_00354	101588_1	344774	347383	+	2610	5669	15736	13665	5210	7234	6039	14926	8702	6969
SA101588_00355	101588_1	347442	348311	-	870	19	27	17	7	9	5	9	15	11
SA101588_00356	101588_1	348442	348957	+	516	16	18	17	17	19	17	26	17	12
SA101588_00357	101588_1	349268	349702	+	435	3217	2751	3427	1117	730	423	1169	687	773
SA101588_00358	101588_1	349959	350144	-	186	1603	1957	1645	985	904	186	1163	870	922
SA101588_00359	101588_1	350439	351380	+	942	7685	9083	8232	4047	3658	3732	4830	3937	3651
SA101588_00360	101588_1	351392	352636	+	1245	11749	14570	13258	8575	7783	8362	10418	8133	7669
SA101588_00361	101588_1	352691	353062	-	372	142	186	145	137	123	75	127	137	141
SA101588_00362	101588_1	353305	354231	+	927	1250	1283	1130	1090	989	876	1148	1003	898
SA101588_00363	101588_1	354231	355301	+	1071	994	1138	1024	993	1011	962	1091	1003	908
SA101588_00364	101588_1	355317	356399	+	1083	990	1211	1125	1621	1449	1954	1756	1526	1476
SA101588_00365	101588_1	356389	357330	+	942	1061	1185	1108	1553	1390	1644	1709	1515	1298
SA101588_00366	101588_1	357349	359004	+	1656	2579	3205	3047	4925	4622	4567	5244	4591	4183
SA101588_00367	101588_1	359207	360109	+	903	17	17	14	10	9	10	7	4	5
SA101588_00368	101588_1	360099	361118	+	1020	33	42	26	16	17	20	25	17	15
SA101588_00369	101588_1	361131	362213	+	1083	24	36	22	11	12	12	9	9	8
SA101588_00370	101588_1	362203	363129	+	927	26	23	29	9	13	8	13	9	6
SA101588_00371	101588_1	363157	364779	+	1623	99	106	122	59	49	48	80	71	54
SA101588_00372	101588_1	364899	365888	-	990	5261	6474	6613	5009	4095	2773	5293	3865	4234
SA101588_00373	101588_1	366183	366578	+	396	32893	43956	41120	65001	58580	42070	67406	53137	49198
SA101588_00374	101588_1	366949	367668	+	720	3600	4564	4699	3548	2892	1057	3582	2556	2939
SA101588_00375	101588_1	367789	368775	+	987	34	38	35	23	34	23	31	33	39
SA101588_00376	101588_1	368823	370631	+	1809	10487	10156	10536	1507	1174	1221	1829	1328	1384
SA101588_00377	101588_1	370794	370912	+	119	124	104	61	183	188	125	214	181	160
SA101588_00378	101588_1	371091	371897	-	807	1277	1386	1182	512	476	310	634	469	475
SA101588_00379	101588_1	371920	372285	-	366	1104	1209	1204	324	269	184	404	308	292
SA101588_00380	101588_1	372389	372982	-	594	907	685	602	179	163	74	197	171	192
SA101588_00381	101588_1	373168	373515	+	348	922	992	1017	515	420	278	509	431	419
SA101588_00382	101588_1	373532	374167	+	636	1669	1594	1516	1055	890	653	1060	950	841
SA101588_00383	101588_1	374184	374993	+	810	1984	2073	1923	1657	1448	1143	1749	1404	1319
SA101588_00384	101588_1	374990	375844	+	855	577	542	512	600	458	464	620	524	483
SA101588_00385	101588_1	375865	377250	+	1386	1171	1175	1092	1259	1083	805	1377	1121	1107
SA101588_00386	101588_1	377260	379104	+	1845	1997	2160	1804	2017	1838	1316	2219	1990	1707
SA101588_00387	101588_1	379382	380152	+	771	8076	9198	8278	5123	4618	2088	5734	4678	4493
SA101588_00388	101588_1	380349	381434	-	1086	4867	4464	4108	2402	1965	1641	2561	2107	2015
SA101588_00389	101588_1	381776	383344	+	1569	256	268	276	146	171	126	182	143	151
SA101588_00390	101588_1	383486	384244	+	759	748	799	714	733	638	445	813	629	610
SA101588_00391	101588_1	384438	384947	+	510	16694	19060	18426	7921	6868	5632	8703	7152	6503
SA101588_00392	101588_1	385060	386250	-	1191	1233	1202	1153	442	449	447	554	479	438
SA101588_00393	101588_1	386228	387403	-	1176	2269	2667	2402	1174	1071	1207	1307	1085	1085
SA101588_00394	101588_1	387834	389318	+	1485	1681	1854	1696	1367	1315	1353	1592	1413	1286
SA101588_00395	101588_1	389308	389559	+	252	195	278	276	282	231	224	271	192	219
SA101588_00396	101588_1	389559	391121	+	1563	2125	2641	2468	2853	2534	2026	3182	2613	2499
SA101588_00397	101588_1	391241	391347	+	107	239	220	190	126	133	106	136	152	110
SA101588_00398	101588_1	391429	392226	+	798	859	1123	1003	853	694	583	877	661	723
SA101588_00399	101588_1	392460	394769	+	2310	1947	2144	2100	892	798	581	928	867	776
SA101588_00400	101588_1	394786	396144	+	1359	1724	2089	1785	1471	1368	1110	1729	1410	1301
SA101588_00401	101588_1	396280	397794	+	1515	1128	1247	1186	936	689	447	995	775	707
SA101588_00404	101588_1	398283	398852	-	570	253	174	268	105	64	89	118	92	96
SA101588_00405	101588_1	399062	399280	+	219	337	497	557	2767	2071	1020	2512	1690	2003
SA101588_00406	101588_1	399361	400347	-	987	1022	935	966	227	207	103	306	159	204
SA101588_00407	101588_1	400546	400722	+	177	2079	2322	1941	1211	1132	330	1418	1315	1073
SA101588_00408	101588_1	400737	401339	+	603	2194	2458	1924	1416	1394	395	1664	1475	1234
SA101588_00409	101588_1	401500	401682	+	183	464	557	431	298	340	199	339	333	275
SA101588_00410	101588_1	402351	402635	+	285	101	281	210	81	95	63	183	106	104
SA101588_00411	101588_1	402679	404643	+	1965	165	297	255	122	202	102	277	239	156
SA101588_00412	101588_1	404646	404966	+	321	19	15	14	19	16	11	21	22	20
SA101588_00413	101588_1	404963	405604	+	642	22	30	38	27	33	33	62	41	37
SA101588_00414	101588_1	405692	405937	-	246	197	219	161	310	269	241	344	283	251
SA101588_00415	101588_1	406349	406705	-	357	3911	3977	4335	4170	2883	1803	4536	3275	3567
SA101588_00416	101588_1	407196	408155	+	960	436	445	436	196	167	161	213	147	199
SA101588_00417	101588_1	408204	408320	-	117	114	130	88	77	67	28	107	49	70
SA101588_00418	101588_1	408399	408614	-	216	525	604	611	252	152	99	312	185	244
SA101588_00419	101588_1	408779	409330	+	552	408	463	412	47	51	54	89	65	65
SA101588_00420	101588_1	409381	410319	-	939	1377	1523	1295	874	871	885	1105	940	795
SA101588_00421	101588_1	410501	411862	+	1362	573	710	529	595	507	493	670	597	534
SA101588_00422	101588_1	411849	413522	+	1674	1299	1446	1380	1563	1427	1486	1687	1538	1394
SA101588_00423	101588_1	413509	414312	+	804	677	842	805	845	739	819	894	797	756
SA101588_00424	101588_1	414305	415126	+	822	4354	4765	4237	2410	2151	1477	2744	2199	2067
SA101588_00425	101588_1	415364	415693	-	330	178	146	169	109	68	142	98	73	89
SA101588_00426	101588_1	415731	416912	-	1182	1269	954	1427	636	405	882	800	483	564
SA101588_00427	101588_1	416994	418022	-	1029	1038	773	1060	343	185	451	371	216	272
SA101588_00428	101588_1	418326	418514	+	189	12	20	7	13	11	7	20	12	3
SA101588_00429	101588_1	418550	419704	-	1155	1583	1823	1647	1705	1463	773	1724	1426	1397
SA101588_00430	101588_1	419900	420910	-	1011	330	386	339	217	228	128	299	258	206
SA101588_00431	101588_1	421063	421482	+	420	47	53	69	90	103	45	65	86	88
SA101588_00432	101588_1	421690	425436	-	3747	31553	32029	30920	75955	62175	115003	86025	65547	65637
SA101588_00433	101588_1	425664	426098	-	435	883	1037	925	942	857	1237	983	934	869
SA101588_00434	101588_1	426254	426724	-	471	1237	1376	1271	1151	1122	676	1472	1272	1119
SA101588_00435	101588_1	426772	427989	-	1218	3789	3777	3746	3201	2858	2137	3710	2952	3040
SA101588_00436	101588_1	428430	429623	+	1194	1429	1497	1241	833	762	280	929	801	701
SA101588_00437	101588_1	429967	430257	-	291	3190	5258	4545	3322	3362	1517	3939	3097	2946
SA101588_00438	101588_1	430254	430859	-	606	12475	13699	11802	9362	9589	6352	11159	10022	8483
SA101588_00439	101588_1	430849	432837	-	1989	35472	35886	29879	21166	22097	16611	24951	23267	18533
SA101588_00440	101588_1	432837	433937	-	1101	30438	34715	31017	20675	20193	15005	23179	20913	17659
SA101588_00441	101588_1	434509	434826	-	318	2548	3132	3374	3580	2776	2550	3995	2797	3110
SA101588_00442	101588_1	435073	435323	+	251	181	160	139	104	85	81	139	125	102
SA101588_00443	101588_1	435454	435622	+	169	737	1168	1217	586	420	151	686	430	417
SA101588_00444	101588_1	435635	436495	-	861	9975	10188	10484	3896	3133	1532	4582	3201	3166
SA101588_00445	101588_1	436696	437178	+	483	683	896	793	1854	1707	1150	2048	1588	1584
SA101588_00446	101588_1	437165	438289	+	1125	1315	1974	1862	3808	3650	2618	4194	3226	3262
SA101588_00447	101588_1	438293	438997	+	705	731	1028	835	2005	1840	1112	2215	1799	1687
SA101588_00448	101588_1	438997	439260	+	264	308	416	336	701	705	397	758	628	616
SA101588_00449	101588_1	439262	439933	+	672	662	755	695	1225	1113	886	1291	1124	1012
SA101588_00450	101588_1	439926	442115	+	2190	2158	2566	2276	4085	3901	3603	4878	4256	3719
SA101588_00451	101588_1	442094	443578	+	1485	1507	1662	1598	2899	3050	2488	3567	3148	2722
SA101588_00452	101588_1	443571	444599	+	1029	1019	1077	1026	2091	2233	1944	2560	2259	1968
SA101588_00453	101588_1	444602	445168	+	567	423	530	550	1216	1273	1087	1304	1295	1173
SA101588_00454	101588_1	445183	446661	+	1479	1387	1661	1590	4022	4053	3293	4814	4263	3835
SA101588_00455	101588_1	446683	447930	+	1248	1216	1561	1512	3963	3985	2914	4718	4335	3907
SA101588_00456	101588_1	448196	449002	-	807	2971	3749	3353	6772	7081	7567	8075	7539	6448
SA101588_00457	101588_1	448995	450395	-	1401	8384	10990	9570	17344	17518	17760	20064	17594	15848
SA101588_00458	101588_1	450410	450985	-	576	4902	5357	4594	6294	6339	5564	7589	6546	5964
SA101588_00459	101588_1	451062	451162	-	101	491	463	341	388	347	276	470	423	320
SA101588_00460	101588_1	451506	451640	-	135	409	908	1221	1107	674	220	1086	535	992
SA101588_00461	101588_1	451792	453087	+	1296	10488	10571	8926	8288	7606	4035	9431	7508	7163
SA101588_00462	101588_1	452545	452672	-	128	0	0	0	0	0	0	0	0	0
SA101588_00463	101588_1	453512	454684	+	1173	1715	1835	1685	1748	1445	724	1971	1491	1316
SA101588_00464	101588_1	454738	455280	+	543	4600	4501	4242	5777	4690	2322	5894	4444	4262
SA101588_00465	101588_1	455434	455700	+	267	8379	7666	6939	5991	5567	2872	6697	5612	4993
SA101588_00466	101588_1	455703	457421	+	1719	38116	37842	35821	44977	39863	18002	49128	38466	34932
SA101588_00467	101588_1	457659	457892	-	234	410	376	395	177	171	144	243	172	180
SA101588_00468	101588_1	458090	459451	+	1362	143	177	177	296	305	197	410	245	253
SA101588_00469	101588_1	459448	460467	+	1020	176	257	239	334	329	183	419	344	313
SA101588_00470	101588_1	460600	461262	+	663	1303	1825	1777	1884	1609	965	2113	1525	1673
SA101588_00471	101588_1	461256	461520	+	265	60	85	67	48	64	20	51	53	53
SA101588_00472	101588_1	461611	463308	-	1698	9342	10074	9081	6625	6014	3983	8155	6754	6159
SA101588_00473	101588_1	463308	463526	-	219	1073	1360	1413	856	713	539	936	759	806
SA101588_00474	101588_1	464008	464559	-	552	1007	1217	1074	781	554	304	909	635	700
SA101588_00475	101588_1	464924	465550	+	627	2377	2920	2884	1482	1196	429	1727	1287	1309
SA101588_00476	101588_1	465721	466833	+	1113	18422	20859	18794	8414	7622	9009	11232	8366	7130
SA101588_00477	101588_1	466837	467814	+	978	15156	15560	13709	8736	7976	8796	10648	8297	7159
SA101588_00478	101588_1	467905	469197	+	1293	22946	25676	23827	17854	15829	19127	21938	16506	15107
SA101588_00479	101588_1	469201	470607	+	1407	25375	27777	25313	20781	19443	20992	24885	19748	17461
SA101588_00480	101588_1	470776	471051	+	276	484	602	531	667	619	185	679	599	515
SA101588_00481	101588_1	471195	471734	+	540	593	874	807	1943	1954	1903	2346	1980	1848
SA101588_00482	101588_1	471747	472841	+	1095	1037	1472	1251	2884	2827	2867	3361	2763	2494
SA101588_00483	101588_1	472834	473631	+	798	636	674	567	1463	1413	1377	1606	1472	1296
SA101588_00484	101588_1	473637	474446	+	810	542	617	466	1089	1036	975	1187	1219	916
SA101588_00485	101588_1	474446	475519	+	1074	1496	1891	1737	3311	3167	2519	3646	3127	3028
SA101588_00486	101588_1	475593	476612	+	1020	7172	8941	9027	9147	8308	5904	10169	8271	8668
SA101588_00487	101588_1	476895	477314	+	420	1151	1414	1353	737	599	191	835	539	659
SA101588_00488	101588_1	477396	478748	-	1353	1132	994	951	1233	1021	1341	1517	1015	1060
SA101588_00489	101588_1	478930	479544	-	615	2102	2135	1922	509	341	361	519	401	412
SA101588_00490	101588_1	479701	480528	+	828	2463	3153	3059	2378	2046	1520	2605	2146	1896
SA101588_00491	101588_1	480682	480873	-	192	857	1204	1027	1445	1135	233	1639	1137	1128
SA101588_00492	101588_1	480975	482822	+	1848	3027	4235	3354	5195	5559	3191	6080	5541	4621
SA101588_00493	101588_1	483130	483612	-	483	1216	1117	1073	516	508	235	564	510	431
SA101588_00494	101588_1	483753	484028	+	276	6216	6483	5645	5734	4650	1300	5942	5000	4695
SA101588_00495	101588_1	484342	485568	+	1227	2274	2478	2176	968	998	770	1223	1060	944
SA101588_00496	101588_1	486121	489573	+	3453	3686	3935	3861	1647	1822	1423	1964	1769	1586
SA101588_00497	101588_1	489720	490640	-	921	1239	1394	1105	946	969	529	1202	907	829
SA101588_00498	101588_1	491082	491993	+	912	3346	3406	3210	2377	2199	1386	2867	2154	2060
SA101588_00499	101588_1	492018	492479	+	462	1233	1646	1388	1161	1072	815	1460	1136	1079
SA101588_00500	101588_1	492806	493843	+	1038	2016	2327	2159	1259	1146	690	1583	1127	1067
SA101588_00501	101588_1	493859	494293	+	435	487	653	619	330	263	186	410	301	295
SA101588_00502	101588_1	494360	495289	-	930	1457	1625	1558	749	645	736	952	636	742
SA101588_00503	101588_1	495528	495782	+	255	274	306	253	211	223	88	271	267	234
SA101588_00504	101588_1	495785	496174	-	390	478	444	391	317	271	138	370	345	262
SA101588_00505	101588_1	496244	496786	+	543	463	506	451	550	524	317	575	469	452
SA101588_00506	101588_1	496788	497270	+	483	483	630	505	609	588	355	635	586	516
SA101588_00507	101588_1	497332	498471	-	1140	674	622	529	456	466	377	558	489	441
SA101588_00508	101588_1	498598	499155	+	558	7445	11368	9459	35706	37934	12356	40061	35773	32155
SA101588_00509	101588_1	499235	499408	+	174	1386	1923	1736	3553	3664	1101	3881	3526	3126
SA101588_00510	101588_1	499562	501481	-	1920	52	46	54	59	72	67	73	35	57
SA101588_00511	101588_1	501684	502748	-	1065	900	1027	1177	326	272	332	398	280	336
SA101588_00512	101588_1	502957	503643	+	687	197	178	157	39	34	36	101	45	49
SA101588_00513	101588_1	503640	504716	+	1077	178	210	191	38	37	45	68	50	44
SA101588_00514	101588_1	504713	505591	+	879	124	90	95	24	31	15	28	25	26
SA101588_00515	101588_1	505601	506569	+	969	151	141	141	41	25	24	47	36	36
SA101588_00516	101588_1	506631	507365	+	735	77	100	152	24	19	11	34	31	33
SA101588_00517	101588_1	507384	507707	+	324	28	34	43	21	15	4	15	14	15
SA101588_00518	101588_1	508091	508831	+	741	1517	1754	1620	1578	1312	829	1793	1344	1335
SA101588_00519	101588_1	509212	510270	+	1059	1543	1524	1484	451	385	310	454	388	404
SA101588_00520	101588_1	510270	512672	+	2403	4586	4826	4856	2131	1845	1644	2398	2155	2009
SA101588_00521	101588_1	513034	513972	-	939	645	729	623	281	340	178	370	329	276
SA101588_00522	101588_1	514347	514613	+	267	363	381	385	367	327	195	406	358	331
SA101588_00523	101588_1	514614	515135	+	522	529	619	555	403	375	251	545	405	388
SA101588_00524	101588_1	515208	516920	+	1713	814	947	799	770	793	829	982	819	664
SA101588_00525	101588_1	516930	519278	+	2349	1525	1784	1453	1894	1754	1492	2208	1860	1615
SA101588_00526	101588_1	519451	519765	+	315	9103	10174	9357	2619	2241	415	3433	2494	2642
SA101588_00527	101588_1	520089	521870	+	1782	1027	1217	1159	1389	1238	1140	1471	1122	1148
SA101588_00528	101588_1	522194	522808	+	615	6569	6994	6620	4582	4020	3656	5264	4470	4055
SA101588_00529	101588_1	522860	524626	+	1767	19906	23536	22308	21494	19718	18305	23786	19871	18175
SA101588_00530	101588_1	524626	525441	+	816	10353	13571	12436	11856	10927	8405	14152	11182	10428
SA101588_00531	101588_1	525682	526482	+	801	1527	1548	1500	1540	1420	1032	1672	1413	1307
SA101588_00532	101588_1	526494	527081	+	588	1090	1095	1054	1091	997	542	1186	1078	967
SA101588_00533	101588_1	527092	527577	+	486	793	1262	1329	1489	1359	537	1722	1355	1341
SA101588_00534	101588_1	528068	528385	+	318	1036	1135	1154	1997	1162	1045	1912	1187	1687
SA101588_00535	101588_1	528734	529138	-	405	100	120	154	100	98	62	152	116	111
SA101588_00536	101588_1	529812	530318	+	507	197	248	217	172	182	36	244	252	158
SA101588_00537	101588_1	530576	531073	+	498	190	196	267	244	143	212	293	167	226
SA101588_00538	101588_1	531225	531575	+	351	110	124	142	150	108	105	150	78	142
SA101588_00539	101588_1	531823	532008	-	186	212	309	232	426	393	136	413	338	341
SA101588_00540	101588_1	532618	532851	-	234	845	878	806	1048	887	339	1065	938	790
